user_id,email,role,timezone,window_days,worklogs_count_window,avg_weekly_logged_hours,capacity_hours_per_week,over_capacity_ratio,after_hours_worklog_ratio,blocked_task_ratio,reopen_events_window,active_projects_window,status_transitions_window,avg_task_cycle_hours_window,days_since_last_activity,burnout_label
69cd568caed33e030bac07d7,dev@agileai.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69cd65c9fee1bf3cbcd57112,verified.dev@agileai.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69cf4e4259044aa5c7ee9904,alice@agileai.com,developer,,30,5.0,1.638,40.0,0.04095,,0.0,0.0,18.0,47.0,0.264808581871345,0.1002680555555555,
69cf4e4259044aa5c7ee9905,bob@agileai.com,developer,,30,4.0,2.3356666666666666,40.0,0.0583916666666666,,0.0,2.0,18.0,56.0,5.8288216820987655,0.1001905902777777,
69cf4e4259044aa5c7ee9906,charlie@agileai.com,developer,,30,4.0,1.638,40.0,0.04095,,0.0,0.0,15.0,46.0,0.0002821851851851,0.1000784606481481,
69cf691421b7ef00596159f9,david@agileai.com,developer,,30,3.0,0.4713333333333332,40.0,0.0117833333333333,,0.0,1.0,16.0,46.0,0.0027321180555555,0.1000051041666666,
69cf691521b7ef00596159fc,eve@agileai.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,15.0,42.0,0.0029196296296296,10.571303831018518,
69cf94c5b20ac21034122052,pm1@test.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69cf9697b20ac2103412206c,dev1@testx.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69cf96a9b20ac2103412206f,dev2@testx.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69cf96bab20ac21034122072,dev3@testx.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69cf96d1b20ac21034122075,dev4@testx.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69cf96e5b20ac21034122078,dev5@testx.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d039cf65d8d193247d3620,admin_test@example.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d03b5265d8d193247d3624,admin@test.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d047058d80762347584d12,real_pm@agileai.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d047618d80762347584d5c,proper_pm@agileai.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d0477f8d80762347584d68,pm_v3@agileai.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d0479d8d80762347584d74,legend_pm@agileai.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d047d58d80762347584d8a,ultra_pm@agileai.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d048008d80762347584d99,super_pm@agileai.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d0caf45be5b0f89f7fd0cd,admin@example.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d0cb615be5b0f89f7fd0d2,myadmin@agileai.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d0cb9d5be5b0f89f7fd0d6,devuser123@example.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d0cc055be5b0f89f7fd0da,admin@agileai.corp,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d10c82a0104afe843b87be,outsider.2026-04-04t13-04-31-345z@agileai.local,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d10e2f97670b459f14a7a0,outsider.2026-04-04t13-11-28-877z@agileai.local,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d11a879885e396d86bfbe9,outsider.2026-04-04t14-04-09-292z@agileai.local,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d11d9bd223453f0fb4a61d,outsider.2026-04-04t14-17-22-379z@agileai.local,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d14602cf88470c3c43acd2,outsider.2026-04-04t17-09-07-121z@agileai.local,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d14751ec26f8132b0f0e0d,outsider.2026-04-04t17-14-14-663z@agileai.local,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d16764d08d9fb7d7943435,outsider.2026-04-04t19-32-20-525z@agileai.local,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d168bad08d9fb7d794381a,outsider.2026-04-04t19-38-19-198z@agileai.local,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d16980d08d9fb7d7943be5,outsider.2026-04-04t19-41-37-929z@agileai.local,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69d6836c5be25adebb2a86a5,outsider.scope.1775666028541@agileai.local,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,0.0,0.0,,,
69e4b2ca97afa54ad899f723,devalpha@agileai.com,developer,,30,2.0,5.133333333333334,40.0,0.1283333333333333,,0.0,0.0,1.0,2.0,,0.0639798263888888,
69e4b2cb97afa54ad899f74b,devbeta@agileai.com,developer,,30,2.0,1.4023333333333334,40.0,0.0350583333333333,,0.0,0.0,1.0,2.0,0.0004930555555555,0.0639798263888888,
69e4b2ce97afa54ad899f773,devgamma@agileai.com,developer,,30,1.0,0.4666666666666667,40.0,0.0116666666666666,,0.0,0.0,1.0,1.0,,0.0701668981481481,
69e4b2ce97afa54ad899f79b,devdelta@agileai.com,developer,,30,0.0,0.0,40.0,0.0,,0.0,0.0,1.0,0.0,,0.0711436574074074,
synthetic,synthetic@test.com,developer,UTC,30,50.95824194223853,55.971960993801304,44.29298959955691,1.7578944232474911,0.34708867394382475,0.7878111758183779,8.327977913932472,5.358192915830862,27.686817960532753,80.42778752848083,0.7415960484651625,high
synthetic,synthetic@test.com,developer,UTC,30,57.07059955394407,61.096628002016615,44.11380806635415,1.554731359061865,0.41361936089238843,0.5772923935079174,3.446720792729227,5.4828935159777465,57.899863947323894,102.58231728614692,0.7090519362597367,high
synthetic,synthetic@test.com,developer,UTC,30,58.82792097579613,67.32802803305495,43.89191748536881,1.355710966281574,0.533360501863517,0.3219018828936144,4.080026444472835,5.049146859727363,64.68572935446903,117.66070073526312,0.6516507162763039,high
synthetic,synthetic@test.com,developer,UTC,30,34.81838824139476,56.738895281895196,40.94735679542143,1.3039372042683772,0.5378524631129669,0.41345467452544205,7.688697962777573,4.311455756616992,69.96069176347024,98.41908734416194,0.6247332827640821,high
synthetic,synthetic@test.com,developer,UTC,30,53.29039205580804,65.11910893742005,41.937391895150874,1.4306624831441952,0.6412477519874877,0.3698762418046549,4.399357417325758,3.0220868092530164,67.2154626501283,95.86926167462632,1.4103307572526702,high
synthetic,synthetic@test.com,developer,UTC,30,51.22916124087872,56.4728943884585,42.843705979764465,1.311837598502126,0.3572650367679867,0.6342014808952359,6.297673443001928,4.6957083194435665,65.89993144496154,93.69971904004254,1.1071588013159916,high
synthetic,synthetic@test.com,developer,UTC,30,42.36828642981654,52.5987524515653,40.1540891728397,1.54937391138589,0.4072923364097646,0.5042643218623181,8.973821512877162,3.7018184575960222,23.49816450134396,68.25964022558375,0.5871875155333672,high
synthetic,synthetic@test.com,developer,UTC,30,46.476660589075806,58.92580380853196,43.91949104553207,1.73145083226191,0.5031934307200352,0.7070101923330173,4.168810439353927,3.0681362194015813,25.402871646538507,100.00987324294442,0.9237544605027748,high
synthetic,synthetic@test.com,developer,UTC,30,26.45087116134407,57.52611937758409,40.76156051356584,1.7570563000621888,0.5230781377870153,0.49051061304824123,5.110584624035136,4.890847779356665,41.70875663320342,54.310794190759275,0.23601180424103063,high
synthetic,synthetic@test.com,developer,UTC,30,58.47590658198058,67.71451726769018,43.49853566905375,1.4126959691676158,0.7845881886738619,0.6893754519828973,8.01823132411297,4.348084506431366,36.33449371070954,54.94014927505195,1.8052047930876833,high
synthetic,synthetic@test.com,developer,UTC,30,38.231051593344446,50.05908411988076,41.529783120753265,1.6633756551535168,0.38838639146961584,0.7283071420461877,8.30963670884647,5.1583888678528105,45.92558238650622,93.1662365305759,1.1681959378254712,high
synthetic,synthetic@test.com,developer,UTC,30,45.9938640621928,47.11110802849723,42.07903701085305,1.233291339089514,0.5469954096222595,0.46493060616639265,4.011669322062328,3.3102089031676547,55.25867433066272,60.2826937346558,1.8502402367535944,high
synthetic,synthetic@test.com,developer,UTC,30,43.2424455880158,53.671745113370925,42.95457745740708,1.2182430968237579,0.7792796066207226,0.54115171847145,8.479146590752004,3.2481899997673156,49.19949985028962,83.3309035935255,1.8756529099499657,high
synthetic,synthetic@test.com,developer,UTC,30,42.86912209504301,56.83723502642385,41.33487831545947,1.4652551978740418,0.5603362012357689,0.5194557301525233,3.151284559162313,5.4788757725830735,73.76964631038601,58.09793440789998,1.1080722870780988,high
synthetic,synthetic@test.com,developer,UTC,30,24.343029645417744,61.806002325995294,41.40616891919504,1.7275381077535212,0.6634973071434414,0.6843237459588285,3.754186621691276,5.748035535412823,33.812839453692845,50.69370404468494,1.1097049387829667,high
synthetic,synthetic@test.com,developer,UTC,30,34.83689135449755,65.74474357831033,44.04125736032151,1.4537111142581722,0.7764496975348725,0.4454589190700593,6.6053999046220016,3.767895271702808,76.1626142029378,59.85176286590531,0.08982123878465798,high
synthetic,synthetic@test.com,developer,UTC,30,37.40388240012152,69.80938910139592,44.45838633127457,1.7988864155655593,0.7453962454392624,0.7467233198489316,6.632008522705144,3.947787155492379,66.32074592665928,95.6396109480788,0.7473154577474201,high
synthetic,synthetic@test.com,developer,UTC,30,23.77866672246061,63.669740283725645,41.312302579614325,1.9494505204270234,0.42048528750284236,0.361378966205743,8.817788704874342,3.4598529498734822,30.756098489464346,91.15556098950074,1.749124081674929,high
synthetic,synthetic@test.com,developer,UTC,30,27.85738662858293,52.75809182250237,43.88702419120589,1.977461140848774,0.5503705931011711,0.3719487512756254,3.097554013957411,3.688968089996566,27.909333067191263,96.79142450012574,0.24366500925706225,high
synthetic,synthetic@test.com,developer,UTC,30,40.25319726482532,62.356560891072164,42.90558304610451,1.359820521328046,0.7020622630911313,0.6577035648079008,8.172888027408792,3.3931732546719395,27.425228219020674,114.78450367246855,0.7951563876498813,high
synthetic,synthetic@test.com,developer,UTC,30,32.03794767123759,57.214601133788335,43.314321063817914,1.964498605637576,0.4432231134410275,0.7624042146560135,3.174016439703794,4.665594126980475,58.038506700865106,55.62461307005424,0.28067919412782527,high
synthetic,synthetic@test.com,developer,UTC,30,36.76457277265215,69.15579780357955,42.98021276617187,1.946418577280169,0.7021804578064854,0.5336908007776457,8.493344144765313,3.053510351930963,26.5486398059441,107.71886027155702,1.5936341766503235,high
synthetic,synthetic@test.com,developer,UTC,30,29.305629678657347,58.269239764976334,43.03007910350006,1.894191163020809,0.6015535786693629,0.5062857846368402,5.619288303850279,4.27764625912053,59.11586153479845,110.45932548616739,0.9077937641525995,high
synthetic,synthetic@test.com,developer,UTC,30,29.913582518054326,50.91655907493953,43.73007140121723,1.8532550107391284,0.35263903992706247,0.33327942847758907,7.161035646295162,3.438519732578095,69.47985142738048,70.34409652253336,0.2877438659422853,high
synthetic,synthetic@test.com,developer,UTC,30,56.83881889949801,49.138293068381955,41.42360041168968,1.322890716153647,0.3577450318326775,0.31057400816822,3.387767864149821,3.523924412807558,23.202915957630523,90.56235475998993,1.3614290535990128,high
synthetic,synthetic@test.com,developer,UTC,30,35.745218273281125,52.94977742380124,42.52263118511115,1.900003953787687,0.7255658134111029,0.32173753100639596,4.2704888671756684,3.710234613313188,34.963254549932714,89.12875092547964,0.8325248514063845,high
synthetic,synthetic@test.com,developer,UTC,30,21.97016479710376,54.340353461489286,42.61876474358819,1.2813375223229728,0.7167292768942799,0.3259809332325521,9.473893083126434,3.2973394247396266,70.61449709586518,112.99102636278843,1.9591413611731854,high
synthetic,synthetic@test.com,developer,UTC,30,52.08103521094374,64.48693851928323,43.21241637997774,1.823197083662503,0.36727610420657353,0.5680340179738186,6.599560091332901,5.572716432367672,47.767961935610955,75.72644371922544,1.2791265424742202,high
synthetic,synthetic@test.com,developer,UTC,30,30.65853270003384,48.49421027384892,42.38938637011873,1.533511494875908,0.41628497026443684,0.483755905057564,5.564747148783732,3.9824866932376364,42.76784478361574,97.37352087282807,0.5937529491425706,high
synthetic,synthetic@test.com,developer,UTC,30,57.95431706861362,67.90870048845444,42.404552141500396,1.462688964003751,0.5677173949150016,0.7242802443868123,7.568111383920714,5.413175483841233,51.96333656394441,93.5700693072687,0.5763112283649234,high
synthetic,synthetic@test.com,developer,UTC,30,49.39572649241163,50.06011482814296,43.47399064409249,1.8885752546607153,0.36605141865077195,0.6071898702709599,3.6656702376095422,5.177146884814281,25.069593129411214,115.38766723444508,0.2748158600756043,high
synthetic,synthetic@test.com,developer,UTC,30,58.355209836363215,65.02210440212741,42.96841002233177,1.8260992837036376,0.6975574194915429,0.7730135314086651,4.773683476874311,4.770227686074928,25.70295185386407,92.36393040173672,0.3425826081855776,high
synthetic,synthetic@test.com,developer,UTC,30,42.598024458897676,59.310762850846245,42.329925764906136,1.6181054204104983,0.681961695003294,0.6996223582560332,6.445072509028003,4.798780324567836,75.87417414140612,56.62081837208084,0.234207131800221,high
synthetic,synthetic@test.com,developer,UTC,30,23.508360476430738,61.4465821260132,42.093041503951895,1.8194571329134746,0.6356157066542962,0.46681887916411907,9.28856583153075,5.2875964412119565,36.23209645461054,74.22182527958789,0.6288799604085258,high
synthetic,synthetic@test.com,developer,UTC,30,26.304465944999986,48.69458431355479,44.68063731687872,1.5503232297590026,0.4916599113887049,0.664842854338689,6.8709514567703,5.808419960515387,66.81808963456353,82.51460861696691,0.7527189469616524,high
synthetic,synthetic@test.com,developer,UTC,30,59.46526179697288,62.944005900091085,44.75597330001921,1.294782861773633,0.7252668395953913,0.6185369419956037,3.853451748345788,4.764773999907662,61.16578190632693,48.885793383979404,0.9086359236834931,high
synthetic,synthetic@test.com,developer,UTC,30,53.01598044785285,52.38397563360225,42.292740408992756,1.5538513016543145,0.4509636957212458,0.7592209477577772,8.46905824802061,3.3317652329883316,79.82207947025438,111.30240175015766,0.5678168757280779,high
synthetic,synthetic@test.com,developer,UTC,30,53.47586318643753,47.66048829678457,44.99552365237119,1.7325477888852294,0.6250625077793985,0.34522036349206636,9.279233792276376,3.0869985096134083,34.44968348246882,58.29757501199772,1.553535881384437,high
synthetic,synthetic@test.com,developer,UTC,30,27.928169088515915,67.76595567827214,43.28134519663745,1.228930168395757,0.3027149170643502,0.32582895850719945,7.241476243534094,5.404445432578246,34.31316923764331,109.15743669046125,0.11446388030652077,high
synthetic,synthetic@test.com,developer,UTC,30,52.03855414566705,68.19488575430701,43.8605419955219,1.7584966271829097,0.7189901093276916,0.3200756497735332,4.412474775033388,3.374771037916929,50.27185941157919,101.6535452396768,1.2600236891527974,high
synthetic,synthetic@test.com,developer,UTC,30,36.278277494048375,54.656389773232725,43.67310545967581,1.6930414908689042,0.6353793756589001,0.21297140918439117,4.920819139594727,3.8346308179312087,11.635009449738869,73.1416278949273,0.042350551580167095,high
synthetic,synthetic@test.com,developer,UTC,30,37.10364278417043,71.28734855301862,40.865639232112514,1.5917210058241982,0.5917666144401594,0.2940081538662577,2.8342425698339593,4.352242845024223,29.092250263233307,70.06892049710461,0.1451302546650497,high
synthetic,synthetic@test.com,developer,UTC,30,38.65061133895237,59.04027897544154,42.89008607903771,2.1997759445890663,0.8246165776226544,0.2821783229086555,1.593755959680232,3.525058215340826,22.12103172222298,63.19181106378327,0.11921752619774462,high
synthetic,synthetic@test.com,developer,UTC,30,18.352365246819133,58.342266373437724,41.523523018804156,1.92790321368135,0.8054937735183141,0.1903887352254789,2.647243586342281,3.2263493282860916,16.528855800908858,71.18143738863057,0.3170409113172379,high
synthetic,synthetic@test.com,developer,UTC,30,15.901495856934092,62.55200132470581,42.37066337545085,1.725592868204211,0.7862289665610578,0.16973157012957626,3.8080087244414855,3.94384544660363,29.572991695630947,52.13499062768302,0.7874322219859539,high
